created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,
"Mon Sep 11 05:34:53 +0000 2023;1701107021188313536;""@KakekHalal Ala TAI kucing lo... Coba klu @aniesbaswedan  yg lakuin.. Klu eng congor lo triak politik indititas.. Bangsat lo @KakekHalal"";0;0;0;0;in;1488485019484311553;1700755706977329253;TheBest97311628;https://twitter.com/TheBest97311628/status/1701107021188313536",,,,,,,,
"Mon Sep 11 05:34:37 +0000 2023;1701106955635614150;""@TJAHYADI07 @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Akun PKI jaman NOW"";0;0;0;0;in;1596077335802916865;1701010657892864277;Ruri_satrio;https://twitter.com/Ruri_satrio/status/1701106955635614150",,,,,,,,
"Mon Sep 11 05:34:17 +0000 2023;1701106871770439908;""@ekowboy2 Hahaha nih @aniesbaswedan bacapres andalanmu Ekooo.. Ntol 😂😂 https://t.co/JfxtChDIdM"";0;0;0;0;in;156895616;1701066035921863149;ReedDragooN;https://twitter.com/ReedDragooN/status/1701106871770439908",,,,,,,,
"Mon Sep 11 05:33:23 +0000 2023;1701106641515794715;""MENGAPA SURYA PALOH PILIH GUS IMIN CAWAPRES ANIES BASWEDAN?  Oleh: Musni Umar"," Sosiolog  https://t.co/JIFe3dr1hg - Usai deklarasi pasangan Anies Baswedan- Muhaimin Iskandar sebagai bakal calon presiden dan wakil presiden di Pilpres 2024 dari Koalisi Perubahan untuk Persatuan… https://t.co/hzixbO8xok"";0;0;0;5;in;114697372;1701106641515794715;musniumar;https://twitter.com/musniumar/status/1701106641515794715",,,,,,,
"Mon Sep 11 05:32:39 +0000 2023;1701106457725591623;""@keepithink_crab @jokowi @prabowo @aniesbaswedan @ganjarpranowo Lawan dengan sendal jepit", lalu tahan  Jepit tahan," jepit tahan 😆😆😆"";0;1;0;1;in;1581332928755138561;1701103544877863049;MDH__SNA;https://twitter.com/MDH__SNA/status/1701106457725591623",,,,,,
"Mon Sep 11 05:32:29 +0000 2023;1701106418747920627;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Emang yakin ente yg ikut senam bakal milih ente WAN...kalo dapet kaos ane jg pasti ikut WAN..."";0;0;0;0;in;2834151199;1701010657892864277;feriphe3;https://twitter.com/feriphe3/status/1701106418747920627",,,,,,,,
"Mon Sep 11 05:32:22 +0000 2023;1701106386007216329;""Lhaaaaaa"," baru sadar kalau dia tokoh terbaik dalam hal k1bul mengk1bul ??? Kemana aja mas🤣🤣🤣  #sby #susilobambangyudhoyono #partaidemokrat #aniesbaswedan #Aniesisthebeast #aniesgabenerpembohong #aniesgabisakerja #aniesbapakpolitikidentitas #aniesprankahy #ahy #aniespengkhianat https://t.co/V8BriWqtXT"";0;0;0;0;in;1512711749820358662;1701106386007216329;diyene77;https://twitter.com/diyene77/status/1701106386007216329",,,,,,,
"Mon Sep 11 05:31:47 +0000 2023;1701106242721321358;""@abwnews_ Jadi kita semua donk ? Sejak imin mjd bacawapresnya kini @aniesbaswedan  semakin tdk realistis ."";0;0;0;1;in;1584713605123276800;1701029369995755630;Safato_SFR;https://twitter.com/Safato_SFR/status/1701106242721321358",,,,,,,,
"Mon Sep 11 05:31:13 +0000 2023;1701106098881900830;""Bukankah PKS dan PKB seperti minyak dengan air? Tidak. Insyaallah sebentar lagi akan menjadi kopi dan gula yang menyatu"," menjadi kopi yang nikmat dan itu satu kemenangan besar buat umat. @aniesbaswedan @cakimiNOW  https://t.co/pawjvmsZmD"";0;0;0;0;in;1355913224;1701106098881900830;maulansaid;https://twitter.com/maulansaid/status/1701106098881900830",,,,,,,
"Mon Sep 11 05:31:11 +0000 2023;1701106089775997383;""@Arya_Sena1973 @aniesbaswedan Ya wajar dong yaa.. bacapres di tanya2 pandangannya soal IKN.  Masa' mau ditanya soal cara bikin ayam geprek ?!  IKN akan terus jd pertanyaaan favorit di forum2 besar smp 14/02.  Mending pak Anies belajar jawab yg substantif. Kalau ga suka IKN ya jawab ya kenapa. Jngn pake baper."";0;1;0;1;in;91103761;1701082523537969533;Widyarenee;https://twitter.com/Widyarenee/status/1701106089775997383",,,,,,,,
"Mon Sep 11 05:31:11 +0000 2023;1701106088618467517;""@CNNIndonesia @cakimiNOW apa ini sudah dibicarakan dg @aniesbaswedan ?"";0;0;0;0;in;1603665522972708864;1701023732092027192;Godam062;https://twitter.com/Godam062/status/1701106088618467517",,,,,,,,
"Mon Sep 11 05:31:05 +0000 2023;1701106063582629997;""Akankah kesetiaan PKS berbuah manis di 2024?  #PKS #koalisi #aniesbaswedan #pilpres2024 #pemilu2024 #pinterpolitik #politikindonesia #beritapolitik #beritapolitikterkini #beritapolitikterbaru https://t.co/iZNt3ckx9h"";0;0;0;0;in;798770586784702464;1701106063582629997;pinterpolitik;https://twitter.com/pinterpolitik/status/1701106063582629997",,,,,,,,
"Mon Sep 11 05:30:04 +0000 2023;1701105807335563296;""Senam Sehat PKS Sumsel", Anies Sampaikan Visi Perubahan  “Saya ingin melihat perubahan nyata di setiap bidang kehidupan,"” ~@aniesbaswedan  #pksmenanganiespresiden #PKSpembelaRakyat #PKS https://t.co/TlmBSuJGJR"";1;1;12;41;in;22365191;1701105807335563296;PKSejahtera;https://twitter.com/PKSejahtera/status/1701105807335563296",,,,,,
"Mon Sep 11 05:29:54 +0000 2023;1701105766277828837;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Puji terus. Nanti kalo PKS keluar Koalisi baru bilang ini-itu kayak ke Demokrat."";0;0;0;0;in;15221413;1701010657892864277;almubarak;https://twitter.com/almubarak/status/1701105766277828837",,,,,,,,
"Mon Sep 11 05:29:44 +0000 2023;1701105725102240172;""@76suka @SeputarAHY @aniesbaswedan Gk ngaruh juga anjirrr berapa biji doang mah  Kecuali keluarga lo 1 kecamatan"";0;0;0;0;in;1252561377346170880;1701064897008894055;xaquily;https://twitter.com/xaquily/status/1701105725102240172",,,,,,,,
"Mon Sep 11 05:29:30 +0000 2023;1701105668265218296;""@SitambunT @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Harusnya bukan mendatangi pesantren ","makam atau ulama...jelaskan kepada kita2x sejelas-jelasnya program apa yg maslahat dan bermanfaat buat rakyat tapi kalau melihat rekam jejak di Jakarta sptnya ini semua OMONG KOSONG alias NGIBUL."";0;0;0;1;in;1218988439514693633;1701010657892864277;tukangaduayam;https://twitter.com/tukangaduayam/status/1701105668265218296",,,,,,,
"Mon Sep 11 05:29:00 +0000 2023;1701105541400166706;""@jansen_jsp @aniesbaswedan Selamat tinggal partai Demokrat"";0;0;0;0;in;1228965300407660544;1700021232778068413;JokoSt212;https://twitter.com/JokoSt212/status/1701105541400166706",,,,,,,,
"Mon Sep 11 05:28:59 +0000 2023;1701105534152458478;""@SeputarAHY @aniesbaswedan Logika simple nya... Sobat si ayah baper dan sobat si partai abu2 udah pasti nyari statement yang menguntungkan anak bapak lah  😂"";0;0;0;0;in;1252561377346170880;1701064897008894055;xaquily;https://twitter.com/xaquily/status/1701105534152458478",,,,,,,,
"Mon Sep 11 05:28:58 +0000 2023;1701105529970696346;""@keepithink_crab @jokowi @prabowo @aniesbaswedan @ganjarpranowo Ntar gini PROV tolong jadwal nya di sesuaikan"," wekkk 🤣"";0;1;0;1;in;1581332928755138561;1701103544877863049;MDH__SNA;https://twitter.com/MDH__SNA/status/1701105529970696346",,,,,,,
"Mon Sep 11 05:28:50 +0000 2023;1701105497074733129;""@BosPurwa tokoh PhP menjemput takdir bersama 2024 🤣🤣. coba lu nanya ke @Herzaky__MP gmn sosok @aniesbaswedan 😆"";0;0;0;1;in;1587265721146707968;1700852783434613206;SotoAyam1970;https://twitter.com/SotoAyam1970/status/1701105497074733129",,,,,,,,
"Mon Sep 11 05:28:45 +0000 2023;1701105478863061178;""#PKS SOLID BERSAMA ANIES BASWEDAN 🇮🇩 https://t.co/8CuGpK0BA6"";0;0;0;0;in;857254780292390913;1701105478863061178;Raju71716287;https://twitter.com/Raju71716287/status/1701105478863061178",,,,,,,,
"Mon Sep 11 05:28:43 +0000 2023;1701105470956827097;""@ekokuntadhi1 Bapak politik identitas adalah Anies Baswedan. kata cak Imin"";0;0;0;0;in;1593354902234836992;1699830473097376205;muhadi_pak;https://twitter.com/muhadi_pak/status/1701105470956827097",,,,,,,,
"Mon Sep 11 05:28:42 +0000 2023;1701105463553855658;""@BangPino__ Nasrunminallah wa fathunqarrib Pak Anies Baswedan dan segenap para pendukung nya walau karihal kafiruun walaukarihal musyrikuun walaukarihal munafikuun Barakallahu fiikum pak Anies Baswedan dan segenap para pendukung nya"";0;0;0;0;in;2312950027;1700784973803028638;Widiajock;https://twitter.com/Widiajock/status/1701105463553855658",,,,,,,,
"Mon Sep 11 05:28:15 +0000 2023;1701105349661769741;""@NovalAssegaf @aniesbaswedan Rakyat sudah muak dengan janji2 palsu pemimpin konoha"";0;0;0;0;in;1017649212656242688;1701052235353034933;NRT_IST;https://twitter.com/NRT_IST/status/1701105349661769741",,,,,,,,
"Mon Sep 11 05:27:27 +0000 2023;1701105149924814895;""ANTARA SEDIH DAN BAHAGIA..  betapa senangnya andra", pedagang tisu asongan di palembang, bertemu langsung dengan idolanya anies baswedan  Sebelumnya Andra mendapat musibah dimana beliau kehilangan ibu mertua nya,"  *terima kasih sudah mau menemui orang kecil seperti andra pak https://t.co/88JgaQM5xc"";0;0;0;0;in;1619908850425171970;1701105149924814895;masakanrasako;https://twitter.com/masakanrasako/status/1701105149924814895",,,,,
"Mon Sep 11 05:27:02 +0000 2023;1701105044819722363;""@aniesbaswedan Kami budak Palembang tetep Ganjar Pranowo"";0;0;0;0;in;1603726440662327296;1700739728684068907;AdiSuhe94815341;https://twitter.com/AdiSuhe94815341/status/1701105044819722363",,,,,,,,
"Mon Sep 11 05:27:02 +0000 2023;1701105044308070895;""@darrenwow05 @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Pak @jokowi ... Ini ada rakyatmu yg bingung...😁😁"";0;0;0;0;in;1651455941978750976;1701010657892864277;medanhotcom;https://twitter.com/medanhotcom/status/1701105044308070895",,,,,,,,
"Mon Sep 11 05:26:43 +0000 2023;1701104967137005899;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Kalo betul sehat coba lari lah"";0;0;0;0;in;1202418344223096833;1701010657892864277;mahardikaabet;https://twitter.com/mahardikaabet/status/1701104967137005899",,,,,,,,
"Mon Sep 11 05:26:28 +0000 2023;1701104901064192139;""Kenapa kesannya JD ada dendam sih @PDemokrat  @SBYudhoyono  @AgusYudhoyono ..dulu kawan kok sekarang JD lawan..sebegitu sakit hatinya ya??..kan bisa mas ahy JD menteri dulu..br nanti JD presiden..seperti pak SBY..tolong lah dimengerti maksud pak @aniesbaswedan ..kami ingin Damai"";0;0;0;0;in;65683159;1701104901064192139;RamaRoom;https://twitter.com/RamaRoom/status/1701104901064192139",,,,,,,,
"Mon Sep 11 05:26:01 +0000 2023;1701104791131480355;""@marlina_idha Nasrunminallah wa fathunqarrib Pak Anies Baswedan dan segenap para pendukung nya walau karihal kafiruun walaukarihal musyrikuun walaukarihal munafikuun"";0;0;0;0;in;2312950027;1700678450347167998;Widiajock;https://twitter.com/Widiajock/status/1701104791131480355",,,,,,,,
"Mon Sep 11 05:26:00 +0000 2023;1701104786647793709;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Halah lebay"";0;0;0;0;in;1515366864980828161;1701010657892864277;dannieliciouss;https://twitter.com/dannieliciouss/status/1701104786647793709",,,,,,,,
"Mon Sep 11 05:25:37 +0000 2023;1701104690417828154;""@aniesbaswedan   Yg jantungan itu kl banjir bawa Toa Target 230 rb rumah selesainya BERABAD ABAD https://t.co/OTYpiQv1L6"";0;0;0;0;in;1681563089425268737;1701104690417828154;WellySusan33494;https://twitter.com/WellySusan33494/status/1701104690417828154",,,,,,,,
"Mon Sep 11 05:25:21 +0000 2023;1701104621119483905;""@abzfra @cakimiNOW @aniesbaswedan Bener bi... skalian yakinkan bhw doi posisinya cawapres"," khawatir jgn2 doi ngerasa capres 🤣🤣"";0;0;0;0;in;44138159;1701036691413401695;AkhmadFeatZaini;https://twitter.com/AkhmadFeatZaini/status/1701104621119483905",,,,,,,
"Mon Sep 11 05:25:11 +0000 2023;1701104581923762276;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Kata SBY.. https://t.co/UM57IcWdYS"";0;0;0;0;in;1597923209885941763;1701010657892864277;Ngobu_Tuyul;https://twitter.com/Ngobu_Tuyul/status/1701104581923762276",,,,,,,,
"Mon Sep 11 05:24:55 +0000 2023;1701104514781352337;""@SeputarAHY @aniesbaswedan Yg dipereburķankan adalah hitung² diatas kertas rasa primordialisme dari pemilih"," bukan idealisme bernegara yg disampaikan pada pemilih..."";0;0;0;0;in;1606882883163262977;1701064897008894055;QuartyRudiq;https://twitter.com/QuartyRudiq/status/1701104514781352337",,,,,,,
"Mon Sep 11 05:24:51 +0000 2023;1701104495080735060;""MENGAPA ANIES BASWEDAN MEMILIH MUHAIMIN ISKANDAR SEBAGAI CALON WAKIL PRESIDEN  #AMINIndonesiaLebihBaik  https://t.co/7alzZTC0qu"";1;0;0;0;in;579089730;1701104495080735060;NKRIndonesia79;https://twitter.com/NKRIndonesia79/status/1701104495080735060",,,,,,,,
"Mon Sep 11 05:24:39 +0000 2023;1701104445948563557;""@fajarwahyudiu @RMTHandoko @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Bukan Pak Harto tapi Ibu Tien. Jaman orba itu dominasi ibu Tien"";0;0;0;0;in;323126500;1701010657892864277;TriagusRiyadi;https://twitter.com/TriagusRiyadi/status/1701104445948563557",,,,,,,,
"Mon Sep 11 05:23:52 +0000 2023;1701104247973273654;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Bagus tuh"," apapun kegiatannya kami sekeluarga kagak bakal milih"";0;0;0;0;in;1388559063772930050;1701010657892864277;suhartonotemon1;https://twitter.com/suhartonotemon1/status/1701104247973273654",,,,,,,
"Mon Sep 11 05:22:50 +0000 2023;1701103990233330107;""@AdeDhani9 @yusuf_dumdum @PDemokrat @aniesbaswedan Ahlinya bikin pengasong khilaf@ck ter-kaing² .. 2x .. 😁😁😁  Sebentar lagi ter-kaing² jadi 3x ... Malah seterusnya .. 😆😆😆"";0;0;0;0;in;1645023355647692800;1700878119593554393;Complaint0911;https://twitter.com/Complaint0911/status/1701103990233330107",,,,,,,,
"Mon Sep 11 05:22:34 +0000 2023;1701103922780450898;""@Boediantar4 @cakimiNOW @syahganda @aniesbaswedan Ya. Cara² lama yg nyatanya sebagian besar cuma janji kalau gak mau dibilang menipu."";0;0;0;0;in;1604632475560734720;1701041153859301403;Kalibrasi100;https://twitter.com/Kalibrasi100/status/1701103922780450898",,,,,,,,
"Mon Sep 11 05:21:04 +0000 2023;1701103544877863049;""Rempang  Adalah wilayah yang sebelum Indonesia merdeka sudah dihuni oleh masyarakat Melayu  Tapi tiba-tiba atas nama hak negara untuk membagi-bagi tanah"," masyarakat digusur  Meneruskan pertanyaan  @jokowi @prabowo @aniesbaswedan @ganjarpranowo   Kapan kunjungan ke warga Rempang ? https://t.co/tV8gj2WoSH"";0;1;1;5;in;1581332928755138561;1701103544877863049;MDH__SNA;https://twitter.com/MDH__SNA/status/1701103544877863049",,,,,,,
"Mon Sep 11 05:21:00 +0000 2023;1701103527668695161;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Nahdliyin harus cerdas menentukan pilihan... kita harus bisa membedakan mana yang petugas partai ","pesuruh partai dan pemilik partai"";0;0;0;0;in;1146954918281957377;1701010657892864277;PKBbukanNU;https://twitter.com/PKBbukanNU/status/1701103527668695161",,,,,,,
"Mon Sep 11 05:20:56 +0000 2023;1701103509649977641;""@SeputarAHY @aniesbaswedan Mantap. Terusnya selalu mengingat Anies sedangkan Partai udh di obral tanpa syarat untuk mencari koalisi. 😅🤣🤣"";0;0;0;1;in;205103445;1701064897008894055;teguhs1;https://twitter.com/teguhs1/status/1701103509649977641",,,,,,,,
"Mon Sep 11 05:20:22 +0000 2023;1701103365814648866;""@ch_chotimah2 @prabowo @aniesbaswedan @ganjarpranowo Boneka jilid 2 lu sembah lagi"," dasar perusak NKRI memang syaraf lu fir jing"";0;0;0;0;in;1012589102330331136;1700464254858793017;tengil_9;https://twitter.com/tengil_9/status/1701103365814648866",,,,,,,
"Mon Sep 11 05:19:37 +0000 2023;1701103179868590476;""@MardaniAliSera @PKSejahtera @aniesbaswedan @cakimiNOW AMIS : Anis-Muhaimin Iskandar"";0;0;0;0;in;1306110317038940160;1700429455502795055;IwanSet65686611;https://twitter.com/IwanSet65686611/status/1701103179868590476",,,,,,,,
"Mon Sep 11 05:19:37 +0000 2023;1701103179042361395;""@76suka @SeputarAHY @aniesbaswedan JAWABAN nya TEMPLATE",," 🤣"";0;0;0;0;in;49906734;1701064897008894055;Greendboyz;https://twitter.com/Greendboyz/status/1701103179042361395",,,,,,
"Mon Sep 11 05:19:36 +0000 2023;1701103176529948852;""@FatkhuRoza97280 @MardaniAliSera @PKSejahtera @aniesbaswedan @cakimiNOW Ko jadi bahas move on 🤭🤭🤭 Saya bukan siapa-siapa bukan pencinta buta yang harus move on 🤭🤭😄😄✌✌"";0;0;0;0;in;1608009475671347200;1700429455502795055;SangkalaSangka6;https://twitter.com/SangkalaSangka6/status/1701103176529948852",,,,,,,,
"Mon Sep 11 05:19:16 +0000 2023;1701103092518007080;""@SeputarAHY @aniesbaswedan B ajah"";0;0;0;0;in;921190333;1701064897008894055;Willy_Vaizard;https://twitter.com/Willy_Vaizard/status/1701103092518007080",,,,,,,,
"Mon Sep 11 05:18:57 +0000 2023;1701103010297036969;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Perubahan taek kucing wan bahlul dagang bacod"";0;0;0;0;in;953797574556729345;1701010657892864277;jennifer_xixi;https://twitter.com/jennifer_xixi/status/1701103010297036969",,,,,,,,
"Mon Sep 11 05:18:50 +0000 2023;1701102979909378234;""@SeputarAHY @aniesbaswedan Ah dulu pak Anies wakilnya dari gerindra partai pendukung pemerintah...tapi Jakarta berubah menjadi lebih baik kok"";0;0;1;3;in;1086199989280227328;1701064897008894055;musamaulana6;https://twitter.com/musamaulana6/status/1701102979909378234",,,,,,,,
"Mon Sep 11 05:18:06 +0000 2023;1701102795695501753;""@AgusPra17277810 @bloramart1 @lek_brewok @ekowboy2 @aniesbaswedan Apa itu satu cara buat dapetin suara umat islam? Kalau iya itu namanya politik pak🤣"";0;0;0;0;in;964374849182318592;1700811921891737722;sahabatkarib_mu;https://twitter.com/sahabatkarib_mu/status/1701102795695501753",,,,,,,,
"Mon Sep 11 05:17:40 +0000 2023;1701102687042085162;""@NovalAssegaf @aniesbaswedan Yang jelas kalau besok beneran maju ", dan kami pilih, kemudian menang   kami akan langsung jadi oposisi," dan tagih semua janji2 baik yg tertulis maupun yg di sampaikan di forum2 atau media2 terpercaya."";0;0;0;0;in;1212175955579392000;1700702959863210318;ArMFauzanMars1;https://twitter.com/ArMFauzanMars1/status/1701102687042085162",,,,,
"Mon Sep 11 05:17:29 +0000 2023;1701102643819823459;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Kin Solikin ndang muliho", enak neng Indonesia serba gratis, bensin motor gratis, wong meteng dibagi duit rp.6 yuto sampe ndoboli," mangan gratis."";0;0;0;0;in;238945672;1701010657892864277;soemomihardjo4;https://twitter.com/soemomihardjo4/status/1701102643819823459",,,,
"Mon Sep 11 05:17:20 +0000 2023;1701102603114045920;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Insyaallah pak Ganjar Pranowo tuk 2024"";0;0;0;0;in;1603726440662327296;1701010657892864277;AdiSuhe94815341;https://twitter.com/AdiSuhe94815341/status/1701102603114045920",,,,,,,,
"Mon Sep 11 05:16:16 +0000 2023;1701102337069404569;""@DavidWijaya82 Pak jokowi juga gak pernah bilang suka porno karena beliau memang negarawan dan sosok pemimpin. Berarti yg pantas melanjutkan pak @aniesbaswedan . Gitu ya?"";0;0;0;0;in;911446266759995393;1701076804138926391;Bangren86;https://twitter.com/Bangren86/status/1701102337069404569",,,,,,,,
"Mon Sep 11 05:16:08 +0000 2023;1701102300436091365;""@yusuf_dumdum @PDemokrat @aniesbaswedan Klo gak suka anies tinggal pilh prabowo ","mudah itu..... gitu aja kok repot"";0;0;0;0;in;1666093976435449857;1700878119593554393;UBogel37151;https://twitter.com/UBogel37151/status/1701102300436091365",,,,,,,
"Mon Sep 11 05:16:05 +0000 2023;1701102291758325949;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Salam sehat... Sabtu masih di surabaya"," minggu sudah di palembang..."";0;0;0;0;in;74467289;1701010657892864277;KafilahGold;https://twitter.com/KafilahGold/status/1701102291758325949",,,,,,,
"Mon Sep 11 05:16:05 +0000 2023;1701102291179430383;""Elektabilitas Prawobo Ungguli Ganjar Pranowo dan Anies Baswedan Menurut Polling Institute - Babad Id - babad ID #Jokowinomics #BersamaPrabowo #MenataMasaDepan https://t.co/OAov1T1aUa"";0;0;4;0;in;617714874;1701102291179430383;ParisMaeP;https://twitter.com/ParisMaeP/status/1701102291179430383",,,,,,,,
"Mon Sep 11 05:15:48 +0000 2023;1701102217686864030;""torang tidak butuh Anies baswedan yang modal mulut besar saja https://t.co/13MmDFZEMY"";0;0;0;0;in;1564434154737266688;1701102217686864030;batuskali;https://twitter.com/batuskali/status/1701102217686864030",,,,,,,,
"Mon Sep 11 05:15:39 +0000 2023;1701102180894425113;""@_bangagoengDuA Baguslah berdamai dan bersatu demi Indonesia.... yg Gak suka perlu dipertanyakan Jatidiri dan Nasionalisme nya...... Ayuk ah... Dukung Pasangan  @aniesbaswedan dan @cakimiNOW  Mantapks..... 🎯🌹👍🏼"";0;0;0;0;in;2944705567;1700641212804546965;hari_mawon;https://twitter.com/hari_mawon/status/1701102180894425113",,,,,,,,
"Mon Sep 11 05:14:47 +0000 2023;1701101962845184438;""Luar biasa pemikiran Anies Baswedan..  Memangnya dulu BUMN beli tanah dari siapa?  Dulu Belanda beli tanah dari siapa?  Wajib direnungkan oleh seluruh pemimpin negeri ini..  #TolakPenggusuranRempang"";0;1;0;1;in;2602876020;1701101962845184438;MohammadDayatS;https://twitter.com/MohammadDayatS/status/1701101962845184438",,,,,,,,
"Mon Sep 11 05:14:38 +0000 2023;1701101925788475843;""Keren bgt emang @aniesbaswedan nice interview with Bocor Alus Politik @tempodotco   https://t.co/4Ced2DrPYH"";0;1;0;0;in;66905101;1701101925788475843;aldryandimas;https://twitter.com/aldryandimas/status/1701101925788475843",,,,,,,,
"Mon Sep 11 05:14:26 +0000 2023;1701101873091248563;""@AdeSudr90969850 @aniesbaswedan @cakimiNOW @NasDem @DPP_PKB @PKSejahtera 05 caheum - cibaduyut mang ?? Tos teu aya mang... Sarieuneun keur mah supir na batak hungkul katambah tara di tepikeun ka terminal cenah 🤭😁"";0;0;0;1;in;1613317295224532992;1700741518930362679;Che_Astrajingga;https://twitter.com/Che_Astrajingga/status/1701101873091248563",,,,,,,,
"Mon Sep 11 05:14:11 +0000 2023;1701101809971220673;""@NovalAssegaf @aniesbaswedan Mungkin itu berita lama yg di goreng"";0;0;0;0;in;1154816916973735936;1701052235353034933;AmSulhi;https://twitter.com/AmSulhi/status/1701101809971220673",,,,,,,,
"Mon Sep 11 05:14:09 +0000 2023;1701101802459201746;""@Mdy_Asmara1701 Cie...cie...cie...yang sama-sama setipe seirama dan oportunis...bukan begitu @tatakujiyati @GeiszChalifah @cakimiNOW @aniesbaswedan ?"";0;0;0;0;in;1526396884159700992;1701033459496661424;jay_ais007;https://twitter.com/jay_ais007/status/1701101802459201746",,,,,,,,
"Mon Sep 11 05:13:37 +0000 2023;1701101667671007365;""Ambisi Anies Baswedan jika Terpilih Jadi Presiden"," Benahi Layanan Kesehatan hingga Permudah Akses Pendidikan https://t.co/JQiuFQ8pAR"";0;0;0;1;in;58880688;1701101667671007365;pikiran_rakyat;https://twitter.com/pikiran_rakyat/status/1701101667671007365",,,,,,,
"Mon Sep 11 05:13:30 +0000 2023;1701101637983752234;""@dwiasry @ekowboy2 @aniesbaswedan  itu cuma pesuruh partai @NasDem  lalu apa yang harus kita banggakan dari dia"";0;0;0;0;in;1146954918281957377;1701066035921863149;PKBbukanNU;https://twitter.com/PKBbukanNU/status/1701101637983752234",,,,,,,,
"Mon Sep 11 05:13:29 +0000 2023;1701101633898484061;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Emang masih ada yg percaya sama mu Nies?"";0;0;0;0;in;1603917074488709120;1701010657892864277;PanggilanKadrun;https://twitter.com/PanggilanKadrun/status/1701101633898484061",,,,,,,,
"Mon Sep 11 05:13:27 +0000 2023;1701101626902372499;""@yusuf_dumdum @PDemokrat @aniesbaswedan Artinya Demokrat sdh tau akhlaknya memang tukang ngibul", tapi demi berharap ketum nya jadi wapres mereka tutup sebelah mata," setelah di lepeh baru di buka mata sebelahnya yg tertutup...🤭"";0;0;0;0;in;2834634552;1700878119593554393;K3NNYH5;https://twitter.com/K3NNYH5/status/1701101626902372499",,,,,,
"Mon Sep 11 05:13:17 +0000 2023;1701101584506331283;""Jawaban Pak Anies Baswedan Tentang Tudingan Politik Identitas dan Intoleran.  Politik identitas sudah ada yg punya ... Aktor Adzan Maghrib 😀🤭 #AMIN #AniesBaswedan #MuhaiminIskandar   @xix0_3 @Yurissa_Samosir @Putri96960977 @Mayapada0812  @NohCeukenohhh @DE_Sapta5 https://t.co/hmvRS6Y9Vh"";0;3;2;11;in;1266386436049289216;1701101584506331283;MuhiqR;https://twitter.com/MuhiqR/status/1701101584506331283",,,,,,,,
"Mon Sep 11 05:12:20 +0000 2023;1701101345313562804;""@UyokBack @DPP_PKB sbg legislatif tak mgkn menginisiasi janji itu. @cakimiNOW hrs bs saling mengisi dgn @aniesbaswedan", AB yg bertanggung jawab atas janji &amp  program pemerintahannya, CI bertgg  jwb menjembatani antara eksekutif &amp  legislatif," berkoordinasi dgn partai koalisi mengkoreksi UU"";0;0;0;0;in;2800831814;1701052420967817242;raetse;https://twitter.com/raetse/status/1701101345313562804",,,,,
"Mon Sep 11 05:12:14 +0000 2023;1701101320495923652;""@sutanmangara mau dimakeup pake apapun tetep si @aniesbaswedan politik identitas segala cara dia lakukan hanya untuk kepentingan dirinya!! https://t.co/PedVFLmEpu"";0;0;0;0;in;1480701125200257024;1700722206588948823;dangiangkuning1;https://twitter.com/dangiangkuning1/status/1701101320495923652",,,,,,,,
"Mon Sep 11 05:12:00 +0000 2023;1701101260974469266;""@CakTugiman @Mdy_Asmara1701 @aniesbaswedan @cakimiNOW Identitas apa ? Otak dipakai"," kalau otak masi jeblog nggak usah komen."";0;0;0;0;in;1609037314558418946;1700327858718310521;wemsatrya;https://twitter.com/wemsatrya/status/1701101260974469266",,,,,,,
"Mon Sep 11 05:11:48 +0000 2023;1701101210890383424;""@bos_sir @aniesbaswedan Hellleeeeehhh ... nggedabrush"";0;0;0;0;in;361120835;1700832615761408311;yonifree;https://twitter.com/yonifree/status/1701101210890383424",,,,,,,,
