created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Aug 31 23:40:04 +0000 2023;1697393849700855895;"Prabowo Serahkan 100 Unit Rantis E-Tactical Sergap ke TNI dan Polri https://t.co/AwITcoQyJT";0;0;0;0;in;1554019722;1697393849700855895;abadikinicom;https://twitter.com/abadikinicom/status/1697393849700855895
Thu Aug 31 23:39:46 +0000 2023;1697393773637177567;"Bapak @prabowo mohon dibantu pupuk subsidi ya";0;0;0;0;in;1604486203742375942;1697393773637177567;phimpamin;https://twitter.com/phimpamin/status/1697393773637177567
Thu Aug 31 23:39:27 +0000 2023;1697393694503305516;"@sutanmangara Mantaps.... gw ga baper,, anies juga punya alasan gaet cak imin,, yg penting gw tau,, anies orang JUJUR dan Berintegritas,, yg penting menang dulu bosz.... gw sekeluarga tetep pilih Anies....";0;0;2;6;in;1569863143656136705;1697318421648781357;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697393694503305516
Thu Aug 31 23:38:53 +0000 2023;1697393551557202404;"Heboh Paket Anies - Cak Imin , Tanggapan Prabowo Subianto Tak Terduga  https://t.co/GHKp92cLGQ";0;0;0;0;in;4844627833;1697393551557202404;baliexpressnews;https://twitter.com/baliexpressnews/status/1697393551557202404
Thu Aug 31 23:38:39 +0000 2023;1697393494627938604;"@sutanmangara Sy pilih Prabowo kalo masih calon wakil titipan istana";0;0;0;0;in;144531694;1697156497082560533;akal_sehat02;https://twitter.com/akal_sehat02/status/1697393494627938604
Thu Aug 31 23:38:03 +0000 2023;1697393340814405986;"Sekjen PBB : Yusril Ihza diupayakan menjadi cawapres untuk Prabowo - ANTARA Sulawesi Utara #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/XuJr92rl7L";0;0;9;0;in;1623634307125510150;1697393340814405986;fachriman13;https://twitter.com/fachriman13/status/1697393340814405986
Thu Aug 31 23:38:03 +0000 2023;1697393340571062382;"Sekjen PBB : Yusril Ihza diupayakan menjadi cawapres untuk Prabowo - ANTARA Sulawesi Utara #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/1ZdpH69eiV";0;0;9;0;in;617916906;1697393340571062382;arjunsi37522220;https://twitter.com/arjunsi37522220/status/1697393340571062382
Thu Aug 31 23:38:02 +0000 2023;1697393339870728317;"Sekjen PBB : Yusril Ihza diupayakan menjadi cawapres untuk Prabowo - ANTARA Sulawesi Utara #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/M4xF9ow3fS";0;0;9;0;in;1621379469125775363;1697393339870728317;moammarfatahil1;https://twitter.com/moammarfatahil1/status/1697393339870728317
Thu Aug 31 23:38:02 +0000 2023;1697393339820351965;"Sekjen PBB : Yusril Ihza diupayakan menjadi cawapres untuk Prabowo - ANTARA Sulawesi Utara #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/EocbEO4kzg";0;0;9;0;in;617590007;1697393339820351965;Dariusj04180228;https://twitter.com/Dariusj04180228/status/1697393339820351965
Thu Aug 31 23:38:02 +0000 2023;1697393337173692416;"@ZoneVenomWar Memang harus tahu diri jg sih. AHY gak pny kuakifikasi sbg cawapres. Bukan sesuatu keputusan yg tiba2. Memaksakan diri utk jd cawapres jg membuktikan demokrat pny ambisi berkuasa. Cocok diduetkan dgn Prabowo";0;1;1;2;in;778113779955560448;1697229828603121686;PasundanJunior;https://twitter.com/PasundanJunior/status/1697393337173692416
Thu Aug 31 23:37:25 +0000 2023;1697393181074075826;"Ganjar - Mahfud/Susi/Yeni (PDIP) Prabowo - Airlangga (Gerindra, Golkar, PAN) Anies - Imin (Nasdem, PKB) AHY - Sandi (Demokrat, PKS, PPP)  PBB dan PSI ke Ganjar. Berkarya dan Garuda ke Prabowo. Perindo ke AHY. Hanura dan PKPI ke Anies.  Gelora dan Ummat ke mana?";1;0;0;1;in;1450054166202785794;1697393181074075826;dum2nd;https://twitter.com/dum2nd/status/1697393181074075826
Thu Aug 31 23:37:24 +0000 2023;1697393180789088638;"tenang tenaaaang...  entah Anies atau Prabowo itu nanti akan tetap aman koq,yg jadi masalah kan #Plongower$ doang ntar pada bisa tetap cari makan numpang bargain apa kagak 🤭  EDC #Menghibur diri &amp  #Plongower$";0;0;2;7;in;1593962653462171649;1697393180789088638;zacx_is_back;https://twitter.com/zacx_is_back/status/1697393180789088638
Thu Aug 31 23:37:22 +0000 2023;1697393171767157053;"@yaniarsim @ganjarpranowo @prabowo Bung fals akhirnya melek";0;0;0;0;in;784760219150626820;1697018332875248060;mr_pahlewa;https://twitter.com/mr_pahlewa/status/1697393171767157053
Thu Aug 31 23:37:18 +0000 2023;1697393155262312594;"Cawe cawe. Magrib maghrib Pak Bewok di undang joko ke istana. Sebelumnya ada kabar prabowo pulang duluan. Proyek naga merah putih memang nyata. Anies harus hati hati dan selalu mendekat ke Allah.";0;0;0;0;in;255536573;1697393155262312594;mhmfikri;https://twitter.com/mhmfikri/status/1697393155262312594
Thu Aug 31 23:36:56 +0000 2023;1697393062455214402;"@abu_waras Yg penting itung2 an menang dulu bosz.... urusan lain belakangan.... kalo d itung2 merasa kalah,, ngapain bertanding,, buang2 tenaga,, uang dan waktu....";0;0;0;0;in;1569863143656136705;1697258216634417265;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697393062455214402
Thu Aug 31 23:36:37 +0000 2023;1697392981593223466;"@emiraulia12 Udah ini yang menang prabowo bang";0;1;0;0;in;1101862281393012739;1697374354248810932;Noograhaa;https://twitter.com/Noograhaa/status/1697392981593223466
Thu Aug 31 23:36:10 +0000 2023;1697392866350538945;"@Razieq97 @tvOneNews Kalo ga mau pilih yg cuma jdi boneka ya prabowo jawabannya..anies pun boneka yg diusung pks,demokrat,nasdem,,jokowi jg dri fraksi partai PDIP";0;0;0;0;in;942079081134174208;1697217975454224384;Robert32Arthur;https://twitter.com/Robert32Arthur/status/1697392866350538945
Thu Aug 31 23:36:04 +0000 2023;1697392842409443671;"Prabowo penghianat bangsa !! Dia antek asing https://t.co/bpAHlSas1F";0;0;0;0;in;1579368000615985152;1697392735437898180;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1697392842409443671
Thu Aug 31 23:35:57 +0000 2023;1697392812919267697;"Prabowo penghianat bangsa !! Dia antek asing https://t.co/RHK69i28J1";0;0;0;0;in;1579368000615985152;1697392735437898180;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1697392812919267697
Thu Aug 31 23:35:51 +0000 2023;1697392789917683964;"Prabowo penghianat bangsa !! Dia antek asing https://t.co/goxZlgBZ4k";0;0;0;0;in;1579368000615985152;1697392735437898180;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1697392789917683964
Thu Aug 31 23:35:46 +0000 2023;1697392767079731339;"Prabowo penghianat bangsa !! Dia antek asing https://t.co/iYbmvNQhLa";0;0;0;0;in;1579368000615985152;1697392735437898180;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1697392767079731339
Thu Aug 31 23:35:43 +0000 2023;1697392753024663618;"@Fahrihamzah Kesimpulan hanya 2 calon , Ganjar- Prabowo vs Anies- Imin";0;0;0;0;in;1035132358389714945;1697262392403800353;Bospane16;https://twitter.com/Bospane16/status/1697392753024663618
Thu Aug 31 23:35:38 +0000 2023;1697392735437898180;"Prabowo penghianat bangsa !! Dia antek asing https://t.co/I6Y0F7IKPU";0;5;0;1;in;1579368000615985152;1697392735437898180;LisaRicaRica;https://twitter.com/LisaRicaRica/status/1697392735437898180
Thu Aug 31 23:35:28 +0000 2023;1697392690839822341;"@jansen_jsp AHY mmg blm pantas jadi cawapres, di kubu manapun gak ada yg bakal mau ahy untuk jadi cawapresnya, Kubu prabowo sudah punya ET, kubu ganjar mereka sudah pasti cari cawapres yg mewakili suara NU, mana mau buk mega milih AHY 😄";0;0;0;0;in;3777821608;1697212549878702469;triy_haryanto;https://twitter.com/triy_haryanto/status/1697392690839822341
Thu Aug 31 23:35:22 +0000 2023;1697392665422438775;"@ch_chotimah2 @AgusYudhoyono AHY sih malu2in. Ketum partai kok ngemis jadi cawapres anies. Lbh baik gabung ganjar atau prabowo dan minta kursi menteri. Jgn mau instant saja.mulai jadi menteri dan kalo prestasi bagus baru jadi cawapres lalu presiden.SBY juga maunya instant akhirnya malu dilepeh SP";0;4;1;60;in;2373724154;1697245823690813819;yudiwijayaa;https://twitter.com/yudiwijayaa/status/1697392665422438775
Thu Aug 31 23:35:04 +0000 2023;1697392591044833736;"@Verraagustian_ koalisi para pengkhianat kumpul jadi satu nasdem khianati jokowi cak imin khianati gurdur anies khianati prabowo pks khianati fahri hamzah 😀 cocoklogi";0;0;0;1;in;61148252;1697287585159327792;sastrotingkir;https://twitter.com/sastrotingkir/status/1697392591044833736
Thu Aug 31 23:34:42 +0000 2023;1697392499852218877;"@BosPurwa @AgusYudhoyono @aniesbaswedan Lah koq ngatur... partai2 dia dan bapaknya loe siapa ngatur2 suka2 dia dan bapaknya lah.....  Asik akhirnya bu Susi nggak ke anis.... mudah2an Prabowo punya cerita";0;0;0;0;in;1623661905247358978;1697314155399885081;MiaoMeongMeong;https://twitter.com/MiaoMeongMeong/status/1697392499852218877
Thu Aug 31 23:34:35 +0000 2023;1697392469670023556;"@aniesmania Saya pilih Prabowo kalo ini wakilnya pak Anies, kalo ahy sy pilih Anies";0;0;0;0;in;144531694;1697236158147920206;akal_sehat02;https://twitter.com/akal_sehat02/status/1697392469670023556
Thu Aug 31 23:34:21 +0000 2023;1697392412111589548;"@Tan_Mar3M Politik juga harus realistis,, pake itung2 an,,team anies juga punya data.... lo mending diem dah,, omongin yg lain... otak dipake juga,, jangan pake perasaan doang....";0;0;0;0;in;1569863143656136705;1697221049941893609;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697392412111589548
Thu Aug 31 23:34:20 +0000 2023;1697392405497213058;"Sekjen PBB : Yusril Ihza diupayakan menjadi cawapres untuk Prabowo - ANTARA Sulawesi Utara #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/APms74ThgO";0;0;11;0;in;4562051414;1697392405497213058;JemangiJ6598;https://twitter.com/JemangiJ6598/status/1697392405497213058
Thu Aug 31 23:34:07 +0000 2023;1697392353269760019;"Nostalgia di Golkar, Prabowo Ajak Nyanyi Mars Golkar - SinPo #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/UsQ1eCJlY9";0;0;11;0;in;4195501453;1697392353269760019;mehuli_ginting;https://twitter.com/mehuli_ginting/status/1697392353269760019
Thu Aug 31 23:33:04 +0000 2023;1697392088424546405;"Ayo pendukung AgusYudhoyono @PDemokrat  serbu pengkianat KOALISI si mulut manis madu Anies WANngibul , Letjen Prabowo aja di kianati apalagi sekelas mayor.😄 https://t.co/jDUpGPwQnV";0;0;0;0;in;1602973689653256194;1697392088424546405;biiinsenator;https://twitter.com/biiinsenator/status/1697392088424546405
Thu Aug 31 23:32:58 +0000 2023;1697392065045467605;"@Jens_alfaqir @akbarfaizal68 @PDemokrat Beralih ke Prabowo  juga pengkhianat jutaan rkyt dia khianati bahkan ulama ! Pilih Ganjar doyan nonton bokep bahkan namnya juga terlilit issu dana iktp 500 ribu dolar pilih Anies?Sama aja pengkhianat dikira dia orng baik ternyata dia politikus tulen boong khianat dianggap biasa";0;1;0;0;in;1455141099870191617;1697245990183735781;imriatitriyanto;https://twitter.com/imriatitriyanto/status/1697392065045467605
Thu Aug 31 23:32:56 +0000 2023;1697392054975029650;"@MARQUEZ__93 PRAGAN = Prabowo - Ganjar";0;0;0;0;in;201236258;1697236924069810337;AhongAziz;https://twitter.com/AhongAziz/status/1697392054975029650
Thu Aug 31 23:32:55 +0000 2023;1697392052332605831;"@PDemokrat Yakin ngga mau pindah koalisi? Masih banyak waktu kok... ada kubu Prabowo. Ada ganjar.";0;0;0;0;in;83812406;1697212603377086748;brunensilver;https://twitter.com/brunensilver/status/1697392052332605831
Thu Aug 31 23:32:36 +0000 2023;1697391971546055058;"@geloraco Ya iyalah.. Mau kemana? Ke Ganjar malu Ke prabowo gengsi 😂😂";0;1;0;2;in;1144591956946722816;1697274366655148134;AhmadHi43;https://twitter.com/AhmadHi43/status/1697391971546055058
Thu Aug 31 23:32:33 +0000 2023;1697391959487475935;"Harapan sbagian masyarakat akan munculnya Capres-Cawapres alternatif yg brasal dari luar koalisi pendukung pemerintahn spertinya 𝗥𝗨𝗡𝗚𝗞𝗔𝗗‼️  PRABOWO (Gerindra) GANJAR (PDIP) CAK IMIN (PKB) Adalah tokoh2 parpol pendukung loyal Perintahan Jokowi-Ma'ruf https://t.co/0OuG4vUVSX";0;0;1;1;in;545264533;1697391959487475935;WAHYU_UNIFORM;https://twitter.com/WAHYU_UNIFORM/status/1697391959487475935
Thu Aug 31 23:32:33 +0000 2023;1697391957935620323;"Sekjen PBB : Yusril Ihza diupayakan menjadi cawapres untuk Prabowo - ANTARA Sulawesi Utara #prabowo #prabowosubianto #prabowountuksemua https://t.co/DsvlxmxJzF";0;0;7;0;in;1068101963059879936;1697391957935620323;AdrianaDaneen;https://twitter.com/AdrianaDaneen/status/1697391957935620323
Thu Aug 31 23:31:55 +0000 2023;1697391798568808815;"Ganjar dan Prabowo mana mungkin bisa ngaji kenapa pilkada dan pilpres cebong selalu ngdrun ? Politik tipu identitas";0;0;0;0;in;1667213278240706560;1697391798568808815;alfatih212426;https://twitter.com/alfatih212426/status/1697391798568808815
Thu Aug 31 23:31:22 +0000 2023;1697391662182678886;"@reese_one Semoga pak prabowo gandeng bu @susipudjiastuti dah biar ada pilihan";0;0;0;0;in;1168132802874761217;1697271173988687922;Mauhiduppunsus1;https://twitter.com/Mauhiduppunsus1/status/1697391662182678886
Thu Aug 31 23:31:01 +0000 2023;1697391573095591954;"@msobri99 Sepertinya kembali ke Jokowi vs Prabowo...padahal sekarang Ganjar vs Prabowo...tolong kemukakan gagasan kedepan Indonesia mau dibawah kemana?..ga ada yg paling hebat di RI ini...semua dibutuhkan";0;0;0;0;in;1491226816438099969;1697076496475762823;HendrikusKesu1;https://twitter.com/HendrikusKesu1/status/1697391573095591954
Thu Aug 31 23:31:01 +0000 2023;1697391571208175661;"@PDemokrat Saran saja, bila PD mau keluar dari koalisi perubahan apa tidak sebaiknya bergabung dukung Prabowo ?";0;0;0;0;in;1654712981400457217;1697212603377086748;Akhmad594397966;https://twitter.com/Akhmad594397966/status/1697391571208175661
Thu Aug 31 23:30:41 +0000 2023;1697391489087877491;"@BiLLRaY2019 Cemen mah gak dewasa. Koalisi perubahan tanpa Demokrat insya Allah akan tetap jalan dan akan banyak partai yg mendukung,  sebaliknya demokrat akan kebingungan menentukan mau bergabung Siman, Prabowo gak mungkin gandeng AHY,  ganjar apalagi. Tris mau oposisi?";0;0;0;0;in;791725988799315970;1697243158051250470;Renny53162100;https://twitter.com/Renny53162100/status/1697391489087877491
Thu Aug 31 23:30:18 +0000 2023;1697391391968772410;"@Dennysiregar7 Berkali2 pun Prabowo masuk Capres sepertinya sangat berat untuk menjadi Presiden";0;0;0;0;in;1405826691709038593;1697284412394578298;Combit8;https://twitter.com/Combit8/status/1697391391968772410
Thu Aug 31 23:30:11 +0000 2023;1697391361161572353;"@tvOneNews Mantaps PKS.... sangat realistis,, hitung2 an,, untuk kemenangan Anies Baswedan....";0;2;0;4;in;1569863143656136705;1697279353045098727;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697391361161572353
Thu Aug 31 23:30:00 +0000 2023;1697391316957536715;"Undang Gerindra Ke Rumah Besar Partai Golkar, Airlangga Hartarto Janjikan Kejutan Soal Bacawapres Prabowo #airlanggahartarto #kuningkeren #sayagolkar #partaigolkar #golkarpedia  https://t.co/T9IBJTqo09";0;0;23;3;in;721898354502930433;1697391316957536715;golkarpedia;https://twitter.com/golkarpedia/status/1697391316957536715
Thu Aug 31 23:29:07 +0000 2023;1697391096157110422;"Saya sudah lama menulis, ketika Pilpres 2014 saya menulis ~ Mengapa harus Prabowo, Pilpres 2019 saya menulis Indonesia sedang bercanda tetapi tidak lucu semua terbukti dan sekarang diPilpres 2024 bukan lagi soal Sandal Jepit tetapi pertarungan riil Cawapres dan terbukti #hening";1;2;1;14;in;780554097388687360;1697391096157110422;asboediono_id;https://twitter.com/asboediono_id/status/1697391096157110422
Thu Aug 31 23:29:01 +0000 2023;1697391070781550744;"Gibran : CawaPres Prabowo sdh jelas. https://t.co/dXvxrFgvoO";0;0;0;0;in;552801745;1697391070781550744;lucky_tampilang;https://twitter.com/lucky_tampilang/status/1697391070781550744
Thu Aug 31 23:29:00 +0000 2023;1697391065962262534;"Sebenarnya, jika Anies menang atau Prabowo atau Ganjar, mereka harus meminta presiden sebelum mereka melunasi utang ugal2an itu  jangan dibiarkan tidak bayar.";0;1;0;1;in;1608224783237537793;1697391065962262534;Ibn_xine;https://twitter.com/Ibn_xine/status/1697391065962262534
Thu Aug 31 23:28:18 +0000 2023;1697390888987824202;"@akbarfaizal68 @PDemokrat keliatannya Anies sudah dapat PKB + Cak Imin yg sudah tidak diperlukan oleh Prabowo. Sehingga PD+AHY sudah tidak diperlukan oleh Anies. PD jadinya jomblo lagi di 2024?";0;0;0;0;in;1564420538092568576;1697245990183735781;zy11235813;https://twitter.com/zy11235813/status/1697390888987824202
Thu Aug 31 23:28:11 +0000 2023;1697390860961452428;"@alextham878 Prabowo itu suaranya tinggi karena suara NU nya cak Imin, kalo cak Imin pergi... PRABOWO ya ambyar";0;1;0;0;in;1652284599446433793;1697111552443486600;gogo74070675957;https://twitter.com/gogo74070675957/status/1697390860961452428
Thu Aug 31 23:27:31 +0000 2023;1697390691859779907;"Bukan soal mau cawapres atau bukan, katanya ditentukan Anies, tapi memang AHY elektabilitasnya sangat rendah untuk posisi cawapres misalnya dia sama Ganjar atau Prabowo (keduanya tidak ada yang setuju).";0;0;0;0;in;1608224783237537793;1697390691859779907;Ibn_xine;https://twitter.com/Ibn_xine/status/1697390691859779907
Thu Aug 31 23:27:23 +0000 2023;1697390659060285815;"@alisyarief Aku curiga sudah. Trik untuk menjatuhkan anies adalah masuk dlm kubunya trus mengobok-obok....  Sama halnya dg Prabowo. Sebagian dimasukkan kesana guna mengobok-obok dr dalam.  Sandiwara politik.  W n S dululah....";0;0;0;0;in;1620817987069693952;1697252541959221704;EH_KAGET_01;https://twitter.com/EH_KAGET_01/status/1697390659060285815
Thu Aug 31 23:27:19 +0000 2023;1697390639607165041;"@DemokrasiMartir @prabowo @cak_imin @ganjarpranowo @Gerindra @DPP_PKB Terserah kau lah";0;0;0;0;in;1505203821999321090;1697271998211326333;nkrigariskeras_;https://twitter.com/nkrigariskeras_/status/1697390639607165041
Thu Aug 31 23:26:52 +0000 2023;1697390529665994804;"Hari Jumat  Mari kita ceria-bahagiakan Indonesia dg sholawat  Semoga Pak @jokowi, Pak @SBYudhoyono, Pak @prabowo, Pak @ganjarpranowo, Pak @aniesbaswedan dan Gus @cakimiNOW juga para pemimpin bangsa dan seluruh warga bangsa Indonesia senantiasa sehat, rukun, bahagia dan selamat… https://t.co/2tzSRw5rDY";3;5;26;40;in;1128446867790913536;1697390529665994804;UmaruddinM;https://twitter.com/UmaruddinM/status/1697390529665994804
Thu Aug 31 23:26:23 +0000 2023;1697390406974238993;"@Jhonkosmik Susah memang bos prabowo kalok musuhin anies.";0;0;0;0;in;1603920033725706241;1697290402418798884;bacot11970073;https://twitter.com/bacot11970073/status/1697390406974238993
Thu Aug 31 23:26:13 +0000 2023;1697390362330063288;"@JhonniSinaga20 @prabowo @jokowi Boleh fb 🙏😇";0;1;1;1;in;1402588869120323588;1696194163983937807;Wo2_Anis_ORBA;https://twitter.com/Wo2_Anis_ORBA/status/1697390362330063288
Thu Aug 31 23:25:49 +0000 2023;1697390265236140422;"@JhonniSinaga20 @prabowo @jokowi Beli pesawat mah bukan prestasi  Wong di suruh Pres jokowi utang 1760 T dr Qatar u beli alustista  E  pesawat tua 35 th sdh ga layak pake Pernah dihibahkan ko dibeli 12 T Mencurigakan ini  Langgar UU @mohmahfudmd @PPATK  Cek dong mosok ga berani ngecek?";0;0;3;3;in;1402588869120323588;1696194163983937807;Wo2_Anis_ORBA;https://twitter.com/Wo2_Anis_ORBA/status/1697390265236140422
Thu Aug 31 23:25:03 +0000 2023;1697390072738525692;"Prabowo-Anies Auto Menang? Surya Paloh Meradang, Cak Imin Putar Balik https://t.co/wYV6QpCX1X";0;0;0;0;in;23786106;1697390072738525692;kompasiana;https://twitter.com/kompasiana/status/1697390072738525692
Thu Aug 31 23:24:53 +0000 2023;1697390029713350892;"@Bemz_Q Udah lama kok, 40% memang pindah ke anies. Ini kan pemilih yg anti jokowi.  Cuma prabowo juga masih punya pemilih setia + dia juga ambil ceruk pemilih jokowi. Itu tergambar dari survey2 yg ada skrg.   Nah ngga tahu klo skrg gmn pergerakan pemilih anies";0;0;0;1;in;1604251675250020352;1697276993665122778;IwanAlma;https://twitter.com/IwanAlma/status/1697390029713350892
Thu Aug 31 23:24:52 +0000 2023;1697390023426146319;"Emang udah waktunya prabowo sih jadi presiden kayanya";0;0;0;0;in;118635441;1697390023426146319;abcdefghijems;https://twitter.com/abcdefghijems/status/1697390023426146319
Thu Aug 31 23:24:49 +0000 2023;1697390010151186670;"@msaid_didu @aniesbaswedan Lha wong Pk jokowi sj dikhianati, Trus pk Prabowo jg dikhianati, Apalagi klo cuman sekelas Bocil anak pepo yg manjah.. #JEJAKSANGPENGKHIANAT";0;0;0;0;in;1661441651343245312;1697277926000169426;DONPAKMODOMO;https://twitter.com/DONPAKMODOMO/status/1697390010151186670
Thu Aug 31 23:24:26 +0000 2023;1697389917234696202;"@ramahaar @datuakrajoangek Kayaknya beda konsultan politik gan.  Gaya maen nya kelihatan kok.  Kayaknya konsultan Jokowi kemaren skrg pindah ke Prabowo. Makanya polesan nya bagus, maen nya cantik.";0;1;0;2;in;609961709;1697384169964458212;AgastyArcanA;https://twitter.com/AgastyArcanA/status/1697389917234696202
Thu Aug 31 23:24:16 +0000 2023;1697389872829567431;"@CucuLuhut @tempodotco @PDemokrat @aniesbaswedan @NasDem @PKSejahtera @prabowo KL aku mabuk duren....KL orang mabuk harusnya lepas kewajiban";0;0;0;0;in;1603543715100131328;1697250909649322126;soni_akun_kedua;https://twitter.com/soni_akun_kedua/status/1697389872829567431
Thu Aug 31 23:24:03 +0000 2023;1697389820585410999;"@tvOneNews Wes fix pak Prabowo. Pak anies lewat sek. .";0;0;0;0;in;237039741;1697217975454224384;augustarya;https://twitter.com/augustarya/status/1697389820585410999
Thu Aug 31 23:23:31 +0000 2023;1697389686912897208;"@RamadhanZali @Quvvatt @PDI_Perjuangan @PDemokrat Gas ini lawan nya Prabowo - Gibran, pertarungan nya adh mewakili klan rezim dri indonesia merdeka";0;0;0;1;in;86250188;1697262219959169028;Pagi_Baru;https://twitter.com/Pagi_Baru/status/1697389686912897208
Thu Aug 31 23:22:23 +0000 2023;1697389399875657818;"padahal mas Anies belum benar-benar terpilih,  apakabar prabowo yang dulu meninggalkan pendukungnya terus menerima iming-iming penguasa.  begitu ya narasinya";0;0;0;1;in;462998185;1697389399875657818;alfahsy;https://twitter.com/alfahsy/status/1697389399875657818
Thu Aug 31 23:22:22 +0000 2023;1697389396679618998;"@ToysnbooksI @kumparan Gk ada, ke prabowo udah merasa dihianati dulu, ke PDI-P sulit krn selalu bersitegang kader akar rumput. Kecuali dia keluar sama demokrat bikin usung AHY - Anies matta, tp gk ada masanya hahahha";0;0;0;0;in;1690949487433560064;1697257946294755334;QLUC188799;https://twitter.com/QLUC188799/status/1697389396679618998
Thu Aug 31 23:22:15 +0000 2023;1697389365906026505;"@datuakrajoangek Kok kaya gimana gitu ngeliat pendukung Ganjar ini, udah kaya pendukung Prabowo di 2014-2019.. malah sebaliknya sikap Prabowo agak kalem setelah diajak pa Jokowi masuk kabinet..";0;1;0;2;in;1598783278735327232;1697384169964458212;ramahaar;https://twitter.com/ramahaar/status/1697389365906026505
Thu Aug 31 23:22:03 +0000 2023;1697389317549875223;"wajah asli @prabowo dan partainya @Gerindra diwakilkan dengan baik oleh kader mereka.";0;0;0;1;in;1603635728311029760;1697389317549875223;KunciPlus;https://twitter.com/KunciPlus/status/1697389317549875223
Thu Aug 31 23:21:38 +0000 2023;1697389212566421896;"@DPP_PKB belum final menerima menjadi cawapresnya @aniesbaswedan karena para kiyai sepuh belum bergerak, sedang menunggu kabar dari kiyai Langitan untuk siapa yang akan menang pilpres 2024, @ganjarpranowo , @prabowo atau @aniesbaswedan. Tidak lama lagi akan ada suara kiyai sepuh";0;0;0;0;in;1669183055960104962;1697389212566421896;Haryadi1978;https://twitter.com/Haryadi1978/status/1697389212566421896
Thu Aug 31 23:21:31 +0000 2023;1697389183000793289;"@Dennysiregar7 Ridwan Kamil, Ahok juga berkhianat ke Prabowo?";0;0;0;0;in;486589947;1697247906078871591;rikyrifal;https://twitter.com/rikyrifal/status/1697389183000793289
Thu Aug 31 23:20:54 +0000 2023;1697389025659875397;"@sukendi07 @Lembayung071 Sepakat,.. tp kalau sy sih sdh mantap mendukung &amp  akan memilih pak prabowo ✌😁";0;1;0;0;in;3603766812;1697378588847480873;asepsofyanwci;https://twitter.com/asepsofyanwci/status/1697389025659875397
Thu Aug 31 23:20:21 +0000 2023;1697388889705726386;"@Romijuliwanda @klipfahri @sutanmangara Prabowo - Khofifah jd menarik.";0;2;0;1;in;225723957;1697374175042908533;ermitriaji;https://twitter.com/ermitriaji/status/1697388889705726386
Thu Aug 31 23:20:18 +0000 2023;1697388873326981481;"@Kimberley_2024 Untung nya Kita Punya Ayah @prabowo yg memiliki Partai sendiri.. jadi ketum partai, gk ada yg nama nya Intervensi..😍😍";0;1;0;4;in;1660885617306406912;1697382785420554404;zaqila959;https://twitter.com/zaqila959/status/1697388873326981481
Thu Aug 31 23:19:59 +0000 2023;1697388796948656443;"@Umar_Hasibuan__ Orang Prabowo kerja kok di ganggu2, kalau nganggur mah enak bisa jalan2";0;0;0;0;in;1530980707241103360;1696760400589771064;fatichnoer;https://twitter.com/fatichnoer/status/1697388796948656443
Thu Aug 31 23:19:52 +0000 2023;1697388768003838114;"Saudara Sebangsa dan Setanah Air Indonesia. Ayo kita dukung Bapak @prabowo menjadi Presiden RI di 2024 mendatang. Beliau Pemilik Partai bos, gak bisa Neko" apalagi disetir oleh yg lain. Untuk Indonesia Maju kita wajib pilih bapak @prabowo .";0;0;0;0;in;1690398008507334657;1697388768003838114;DensHasan99;https://twitter.com/DensHasan99/status/1697388768003838114
Thu Aug 31 23:19:33 +0000 2023;1697388685996806434;"@kumparan YA GK MUNGKIN PRABOWO LG UDAH DIHIANATI DULUAN, gk mungkin jg ke PDI-P musuhnya. Terpaksa ke anies drpada gk ada sama sekali 🤣";0;0;0;0;in;1690949487433560064;1697257946294755334;QLUC188799;https://twitter.com/QLUC188799/status/1697388685996806434
Thu Aug 31 23:19:24 +0000 2023;1697388650185855239;"@Muhsalmanfaris1 @msaid_didu @aniesbaswedan Mas bos.. jgankan Anies ,Prabowo atau ganjar pun yg elektabilitasnya jauuuuuuuh diatas anis sj ,mustahil bs menang satu putaran.  Klo beropini mbok ya make data terupdate";0;1;0;3;in;1642345189502222336;1697275008069054648;bang_Hilmi19;https://twitter.com/bang_Hilmi19/status/1697388650185855239
Thu Aug 31 23:18:56 +0000 2023;1697388531050811897;"@Urrangawak @jansen_jsp Apa yg dikhianati Anis PD Prabowo";0;1;0;1;in;1529674967516090370;1697212549878702469;Hotklamp;https://twitter.com/Hotklamp/status/1697388531050811897
